I,II,III,aVR,aVF,aVL,V1,V2,V3,V4,V5,V6
0.155,0.405,0.235,-0.28,0.315,-0.035,-0.765,-0.69,-0.125,1.03,0.49,0.52
0.125,0.235,0.095,-0.18,0.16,0.02,-0.735,-0.68,-0.25,0.63,0.14,0.32
0.115,0.05,-0.08,-0.085,-0.02,0.105,-0.715,-0.685,-0.405,0.175,-0.165,0.155
0.07,-0.05,-0.135,-0.015,-0.1,0.11,-0.695,-0.715,-0.56,-0.16,-0.34,0.09
0.045,-0.1,-0.16,0.025,-0.135,0.11,-0.67,-0.755,-0.755,-0.39,-0.43,0.02
0.03,-0.15,-0.195,0.055,-0.18,0.12,-0.66,-0.765,-0.895,-0.52,-0.495,-0.025
0.025,-0.165,-0.205,0.065,-0.19,0.125,-0.615,-0.765,-0.955,-0.605,-0.53,-0.05
0.02,-0.175,-0.21,0.075,-0.2,0.125,-0.55,-0.73,-0.965,-0.645,-0.525,-0.005
0.015,-0.16,-0.19,0.07,-0.18,0.11,-0.525,-0.69,-0.93,-0.655,-0.535,-0.05
-0.005,-0.15,-0.16,0.075,-0.16,0.085,-0.45,-0.625,-0.85,-0.59,-0.5,-0.045
-0.005,-0.13,-0.14,0.065,-0.14,0.075,-0.405,-0.545,-0.735,-0.495,-0.475,-0.015
0.015,-0.105,-0.135,0.04,-0.125,0.085,-0.36,-0.485,-0.62,-0.435,-0.465,0.02
0.015,-0.075,-0.105,0.025,-0.095,0.07,-0.34,-0.43,-0.51,-0.38,-0.435,0.01
0.02,-0.045,-0.08,0.01,-0.07,0.06,-0.3,-0.37,-0.415,-0.335,-0.43,0.02
0.02,-0.03,-0.065,0.0,-0.055,0.05,-0.26,-0.3,-0.375,-0.295,-0.41,0.05
0.02,-0.025,-0.06,0.0,-0.05,0.05,-0.24,-0.245,-0.325,-0.26,-0.335,0.07
0.025,-0.015,-0.055,-0.01,-0.04,0.05,-0.205,-0.215,-0.265,-0.215,-0.325,0.11
0.045,-0.03,-0.09,-0.01,-0.065,0.075,-0.15,-0.155,-0.23,-0.175,-0.32,0.11
0.065,-0.03,-0.11,-0.02,-0.075,0.095,-0.125,-0.135,-0.185,-0.14,-0.315,0.105
0.085,-0.045,-0.14,-0.02,-0.1,0.125,-0.14,-0.1,-0.18,-0.125,-0.315,0.12
0.045,-0.08,-0.14,0.015,-0.115,0.1,-0.105,-0.055,-0.14,-0.12,-0.295,0.095
0.065,-0.095,-0.175,0.01,-0.14,0.13,-0.095,-0.05,-0.14,-0.11,-0.295,0.095
0.07,-0.105,-0.19,0.015,-0.155,0.14,-0.065,-0.015,-0.115,-0.085,-0.295,0.11
0.09,-0.11,-0.215,0.005,-0.17,0.16,-0.055,0.0,-0.105,-0.1,-0.31,0.11
0.085,-0.115,-0.215,0.01,-0.17,0.16,-0.065,0.01,-0.12,-0.135,-0.33,0.09
0.065,-0.12,-0.2,0.025,-0.165,0.14,-0.06,0.02,-0.095,-0.07,-0.28,0.11
0.045,-0.12,-0.18,0.035,-0.155,0.12,-0.055,0.02,-0.09,-0.065,-0.28,0.125
0.045,-0.14,-0.2,0.045,-0.175,0.13,-0.03,0.025,-0.085,-0.08,-0.28,0.125
0.065,-0.14,-0.22,0.035,-0.185,0.15,-0.025,0.05,-0.06,-0.08,-0.255,0.15
0.085,-0.12,-0.22,0.015,-0.175,0.16,-0.04,0.035,-0.075,-0.08,-0.27,0.13
0.065,-0.14,-0.22,0.035,-0.185,0.15,-0.04,0.06,-0.05,-0.075,-0.27,0.15
0.065,-0.14,-0.22,0.035,-0.185,0.15,-0.015,0.04,-0.045,-0.055,-0.285,0.15
0.07,-0.14,-0.225,0.03,-0.19,0.155,-0.01,0.04,-0.06,-0.07,-0.315,0.15
0.065,-0.115,-0.195,0.02,-0.16,0.14,-0.01,0.04,-0.055,-0.085,-0.27,0.15
0.085,-0.115,-0.215,0.01,-0.17,0.16,-0.03,0.04,-0.055,-0.08,-0.265,0.19
0.065,-0.115,-0.195,0.02,-0.16,0.14,-0.005,0.045,-0.05,-0.07,-0.26,0.19
0.065,-0.115,-0.195,0.02,-0.16,0.14,-0.025,0.03,-0.045,-0.025,-0.28,0.17
0.065,-0.11,-0.19,0.02,-0.155,0.135,-0.02,0.05,-0.04,-0.02,-0.28,0.17
0.065,-0.13,-0.21,0.03,-0.175,0.14,-0.02,0.05,-0.035,-0.055,-0.26,0.19
0.065,-0.13,-0.21,0.03,-0.175,0.14,0.0,0.07,-0.03,-0.055,-0.26,0.21
0.065,-0.13,-0.21,0.03,-0.175,0.14,0.0,0.05,-0.03,-0.075,-0.255,0.21
0.065,-0.105,-0.185,0.015,-0.15,0.135,0.0,0.05,-0.045,-0.065,-0.27,0.19
0.065,-0.105,-0.185,0.015,-0.15,0.135,0.0,0.05,-0.04,-0.06,-0.25,0.215
0.065,-0.12,-0.2,0.025,-0.165,0.14,-0.015,0.055,-0.04,-0.035,-0.25,0.215
0.05,-0.115,-0.18,0.03,-0.155,0.125,0.005,0.075,-0.04,-0.03,-0.265,0.215
0.07,-0.115,-0.2,0.02,-0.165,0.14,0.005,0.06,-0.015,-0.01,-0.27,0.21
0.07,-0.095,-0.18,0.01,-0.14,0.135,0.0,0.06,-0.015,-0.005,-0.27,0.21
0.075,-0.09,-0.18,0.005,-0.14,0.135,0.0,0.06,-0.03,-0.025,-0.27,0.21
0.08,-0.11,-0.205,0.01,-0.165,0.15,0.0,0.08,-0.01,-0.025,-0.245,0.245
0.08,-0.105,-0.2,0.01,-0.16,0.15,0.015,0.06,-0.01,-0.04,-0.245,0.25
0.08,-0.105,-0.2,0.01,-0.16,0.15,0.0,0.065,-0.025,-0.03,-0.26,0.23
0.1,-0.085,-0.2,-0.01,-0.15,0.16,-0.005,0.045,-0.025,-0.005,-0.28,0.23
0.105,-0.08,-0.2,-0.015,-0.14,0.16,-0.025,0.045,-0.02,0.0,-0.26,0.235
0.11,-0.08,-0.205,-0.02,-0.15,0.165,-0.005,0.05,-0.015,0.005,-0.26,0.25
0.095,-0.1,-0.21,0.0,-0.16,0.16,-0.005,0.07,-0.01,-0.015,-0.26,0.255
0.095,-0.1,-0.21,0.0,-0.16,0.16,-0.01,0.075,0.0,0.01,-0.26,0.27
0.1,-0.08,-0.195,-0.015,-0.14,0.155,-0.005,0.075,0.0,0.015,-0.24,0.27
0.115,-0.075,-0.205,-0.02,-0.14,0.17,-0.01,0.055,-0.02,-0.005,-0.275,0.255
0.12,-0.07,-0.205,-0.025,-0.14,0.17,-0.01,0.055,0.005,0.02,-0.255,0.275
0.115,-0.07,-0.2,-0.025,-0.14,0.165,-0.01,0.055,0.01,0.005,-0.25,0.275
0.095,-0.065,-0.175,-0.02,-0.125,0.14,-0.01,0.04,0.035,0.01,-0.245,0.28
0.115,-0.08,-0.21,-0.02,-0.15,0.17,-0.01,0.08,0.04,0.015,-0.245,0.3
0.115,-0.08,-0.21,-0.02,-0.15,0.17,-0.01,0.085,0.025,0.02,-0.245,0.32
0.115,-0.075,-0.205,-0.02,-0.14,0.17,-0.005,0.07,0.03,0.025,-0.245,0.315
0.095,-0.075,-0.185,-0.015,-0.135,0.15,-0.005,0.075,0.04,0.03,-0.225,0.315
0.095,-0.07,-0.18,-0.015,-0.13,0.14,-0.005,0.075,0.065,0.035,-0.245,0.32
0.11,-0.05,-0.175,-0.03,-0.12,0.15,-0.025,0.06,0.03,0.035,-0.26,0.3
0.11,-0.045,-0.17,-0.035,-0.115,0.15,-0.005,0.08,0.055,0.045,-0.255,0.325
0.085,-0.045,-0.14,-0.02,-0.1,0.125,-0.025,0.065,0.065,0.055,-0.225,0.33
0.08,-0.06,-0.155,-0.015,-0.115,0.125,0.0,0.07,0.075,0.08,-0.225,0.33
0.1,-0.04,-0.155,-0.03,-0.105,0.135,-0.02,0.07,0.06,0.1,-0.24,0.31
0.105,-0.035,-0.155,-0.035,-0.1,0.14,-0.02,0.075,0.07,0.085,-0.24,0.31
0.08,-0.01,-0.105,-0.035,-0.065,0.1,0.0,0.105,0.08,0.09,-0.215,0.33
0.08,-0.005,-0.1,-0.04,-0.06,0.1,0.005,0.105,0.11,0.095,-0.235,0.355
0.1,-0.02,-0.135,-0.04,-0.085,0.125,-0.015,0.11,0.12,0.105,-0.21,0.355
0.08,-0.02,-0.115,-0.03,-0.075,0.105,0.005,0.135,0.11,0.115,-0.205,0.36
0.1,-0.035,-0.15,-0.035,-0.1,0.135,-0.015,0.1,0.12,0.14,-0.2,0.36
0.1,-0.01,-0.125,-0.045,-0.075,0.12,-0.015,0.11,0.135,0.135,-0.19,0.365
0.1,-0.03,-0.14,-0.035,-0.095,0.13,0.01,0.115,0.15,0.14,-0.185,0.385
0.1,-0.005,-0.12,-0.05,-0.07,0.12,0.015,0.12,0.165,0.13,-0.165,0.39
0.1,-0.025,-0.14,-0.04,-0.09,0.13,-0.005,0.13,0.18,0.16,-0.16,0.41
0.1,0.0,-0.115,-0.05,-0.065,0.115,-0.005,0.155,0.19,0.17,-0.175,0.415
0.105,0.005,-0.115,-0.055,-0.06,0.12,-0.01,0.125,0.185,0.185,-0.19,0.395
0.105,0.01,-0.11,-0.06,-0.055,0.115,-0.005,0.15,0.2,0.2,-0.165,0.42
0.105,0.035,-0.085,-0.07,-0.03,0.1,-0.005,0.16,0.215,0.215,-0.155,0.425
0.11,0.02,-0.105,-0.065,-0.05,0.115,-0.025,0.15,0.255,0.23,-0.15,0.41
0.13,0.045,-0.1,-0.09,-0.035,0.12,-0.02,0.18,0.255,0.24,-0.14,0.435
0.11,0.045,-0.08,-0.08,-0.025,0.1,-0.015,0.19,0.275,0.275,-0.135,0.415
0.11,0.03,-0.095,-0.07,-0.04,0.11,0.005,0.18,0.295,0.27,-0.125,0.42
0.115,0.035,-0.095,-0.075,-0.035,0.11,0.01,0.215,0.3,0.31,-0.095,0.465
0.115,0.04,-0.09,-0.08,-0.03,0.11,-0.01,0.205,0.32,0.325,-0.085,0.495
0.135,0.03,-0.12,-0.085,-0.05,0.135,-0.005,0.195,0.32,0.345,-0.075,0.48
0.12,0.06,-0.075,-0.09,-0.015,0.105,-0.005,0.225,0.36,0.385,-0.065,0.485
0.12,0.11,-0.025,-0.115,0.035,0.08,-0.005,0.235,0.385,0.385,-0.08,0.47
0.14,0.1,-0.06,-0.125,0.015,0.11,-0.02,0.25,0.41,0.385,-0.065,0.495
0.13,0.085,-0.06,-0.11,0.005,0.1,0.0,0.26,0.435,0.43,-0.035,0.5
0.13,0.115,-0.03,-0.125,0.035,0.085,0.005,0.275,0.465,0.425,-0.03,0.505
0.155,0.1,-0.07,-0.13,0.01,0.12,-0.01,0.27,0.49,0.445,-0.02,0.51
0.135,0.11,-0.04,-0.125,0.03,0.095,0.015,0.3,0.53,0.465,-0.01,0.535
0.14,0.155,0.0,-0.15,0.07,0.075,0.015,0.295,0.535,0.505,0.025,0.545
0.16,0.14,-0.03,-0.155,0.05,0.1,0.02,0.325,0.56,0.51,0.04,0.555
0.16,0.155,-0.02,-0.16,0.06,0.095,0.0,0.315,0.56,0.55,0.055,0.56
0.16,0.165,-0.01,-0.165,0.07,0.09,0.025,0.325,0.605,0.565,0.065,0.565
0.16,0.175,0.0,-0.17,0.08,0.085,0.025,0.335,0.62,0.59,0.055,0.595
0.165,0.18,0.0,-0.175,0.085,0.09,0.03,0.345,0.64,0.62,0.065,0.605
0.17,0.19,0.005,-0.18,0.09,0.09,0.03,0.355,0.635,0.635,0.075,0.585
0.19,0.195,-0.01,-0.195,0.085,0.105,0.015,0.34,0.65,0.63,0.08,0.59
0.19,0.205,0.0,-0.2,0.095,0.1,0.015,0.365,0.68,0.64,0.11,0.635
0.17,0.19,0.005,-0.18,0.09,0.09,0.035,0.37,0.67,0.63,0.115,0.64
0.17,0.2,0.015,-0.185,0.1,0.085,0.015,0.37,0.695,0.665,0.125,0.625
0.195,0.245,0.035,-0.22,0.135,0.085,0.015,0.375,0.685,0.675,0.15,0.65
0.18,0.25,0.055,-0.215,0.14,0.07,0.015,0.36,0.69,0.68,0.155,0.655
0.18,0.235,0.04,-0.21,0.13,0.075,0.015,0.365,0.71,0.685,0.14,0.635
0.2,0.255,0.04,-0.23,0.14,0.085,0.015,0.37,0.695,0.685,0.14,0.66
0.18,0.24,0.045,-0.21,0.135,0.075,0.02,0.37,0.695,0.665,0.15,0.665
0.16,0.225,0.05,-0.195,0.13,0.06,0.035,0.385,0.71,0.69,0.155,0.665
0.205,0.255,0.035,-0.23,0.14,0.09,0.03,0.36,0.685,0.69,0.16,0.67
0.225,0.275,0.035,-0.25,0.15,0.1,0.01,0.36,0.68,0.695,0.16,0.65
0.2,0.28,0.065,-0.24,0.165,0.075,0.005,0.35,0.675,0.695,0.165,0.67
0.18,0.26,0.065,-0.22,0.155,0.065,0.02,0.345,0.67,0.67,0.17,0.675
0.18,0.28,0.085,-0.23,0.175,0.055,0.0,0.335,0.655,0.685,0.17,0.675
0.2,0.28,0.07,-0.245,0.17,0.07,0.015,0.325,0.62,0.675,0.15,0.675
0.18,0.265,0.07,-0.225,0.16,0.06,0.01,0.31,0.62,0.66,0.14,0.675
0.195,0.26,0.05,-0.23,0.15,0.08,0.005,0.31,0.595,0.64,0.15,0.65
0.195,0.275,0.065,-0.235,0.165,0.07,-0.005,0.28,0.585,0.595,0.14,0.665
0.17,0.27,0.085,-0.22,0.17,0.05,-0.03,0.265,0.545,0.55,0.11,0.66
0.185,0.245,0.045,-0.215,0.14,0.075,-0.015,0.24,0.505,0.495,0.12,0.655
0.16,0.24,0.065,-0.2,0.14,0.055,0.0,0.235,0.48,0.48,0.085,0.645
0.155,0.23,0.06,-0.195,0.14,0.055,-0.005,0.21,0.435,0.46,0.065,0.64
0.13,0.215,0.07,-0.175,0.135,0.035,-0.015,0.18,0.385,0.42,0.04,0.625
0.125,0.18,0.04,-0.155,0.105,0.05,0.0,0.16,0.36,0.355,0.035,0.61
0.135,0.185,0.035,-0.16,0.105,0.055,-0.005,0.13,0.31,0.285,-0.01,0.6
0.15,0.175,0.01,-0.165,0.085,0.075,-0.03,0.125,0.265,0.245,-0.03,0.585
0.14,0.16,0.0,-0.155,0.075,0.08,-0.015,0.085,0.235,0.205,-0.05,0.59
0.14,0.14,-0.015,-0.14,0.06,0.085,-0.025,0.085,0.195,0.17,-0.09,0.54
0.14,0.135,-0.02,-0.14,0.05,0.085,-0.025,0.07,0.14,0.14,-0.09,0.55
0.115,0.12,-0.01,-0.12,0.05,0.07,-0.025,0.055,0.13,0.105,-0.125,0.54
0.11,0.11,-0.015,-0.11,0.04,0.07,-0.03,0.045,0.1,0.08,-0.125,0.53
0.11,0.095,-0.03,-0.105,0.025,0.075,-0.03,0.035,0.075,0.055,-0.14,0.52
0.105,0.085,-0.035,-0.095,0.02,0.075,-0.015,0.02,0.05,0.02,-0.16,0.53
0.105,0.07,-0.05,-0.09,0.005,0.085,-0.035,0.03,0.05,0.0,-0.17,0.5
0.105,0.06,-0.06,-0.085,-0.005,0.09,-0.035,0.005,-0.005,-0.015,-0.2,0.495
0.085,0.035,-0.065,-0.06,-0.02,0.08,-0.015,0.015,-0.02,-0.03,-0.19,0.49
0.085,0.05,-0.05,-0.07,-0.005,0.075,-0.02,-0.01,-0.03,-0.06,-0.22,0.465
0.105,0.045,-0.075,-0.075,-0.02,0.095,-0.02,-0.015,-0.025,-0.07,-0.205,0.48
0.105,0.04,-0.08,-0.075,-0.025,0.1,-0.02,-0.02,-0.03,-0.08,-0.19,0.475
0.1,0.035,-0.08,-0.07,-0.03,0.095,-0.02,-0.02,-0.035,-0.09,-0.2,0.47
0.08,0.03,-0.065,-0.055,-0.025,0.08,-0.02,-0.02,-0.065,-0.095,-0.205,0.485
0.075,0.005,-0.085,-0.04,-0.045,0.09,-0.015,0.0,-0.05,-0.1,-0.21,0.485
0.095,0.005,-0.105,-0.05,-0.055,0.11,-0.02,-0.025,-0.055,-0.11,-0.23,0.46
0.095,0.005,-0.105,-0.05,-0.055,0.11,-0.02,-0.05,-0.06,-0.115,-0.23,0.46
0.095,0.0,-0.11,-0.05,-0.06,0.11,-0.02,-0.03,-0.065,-0.115,-0.23,0.48
0.095,-0.02,-0.13,-0.04,-0.08,0.12,0.0,-0.03,-0.065,-0.115,-0.21,0.48
0.095,-0.02,-0.13,-0.04,-0.08,0.12,0.0,-0.01,-0.065,-0.12,-0.19,0.485
0.075,0.0,-0.09,-0.04,-0.05,0.09,-0.02,-0.03,-0.065,-0.14,-0.215,0.5
0.095,0.0,-0.11,-0.05,-0.06,0.11,-0.02,-0.03,-0.065,-0.125,-0.22,0.48
0.075,0.0,-0.09,-0.04,-0.05,0.09,-0.02,-0.03,-0.07,-0.13,-0.225,0.475
0.095,0.0,-0.11,-0.05,-0.06,0.11,-0.02,-0.05,-0.09,-0.13,-0.225,0.47
0.1,0.0,-0.115,-0.05,-0.065,0.115,-0.025,-0.03,-0.07,-0.14,-0.22,0.49
0.1,0.0,-0.115,-0.05,-0.065,0.115,-0.025,-0.05,-0.07,-0.14,-0.2,0.475
0.095,0.0,-0.11,-0.05,-0.06,0.11,-0.025,-0.05,-0.07,-0.13,-0.2,0.475
0.095,0.0,-0.11,-0.05,-0.06,0.11,-0.02,-0.05,-0.065,-0.125,-0.2,0.475
0.075,-0.005,-0.095,-0.035,-0.055,0.095,-0.02,-0.05,-0.085,-0.13,-0.2,0.495
0.095,-0.005,-0.115,-0.045,-0.065,0.115,0.0,-0.05,-0.085,-0.13,-0.2,0.495
0.095,-0.005,-0.115,-0.045,-0.065,0.115,0.0,-0.05,-0.065,-0.13,-0.18,0.495
0.075,-0.005,-0.095,-0.035,-0.055,0.095,-0.02,-0.05,-0.065,-0.11,-0.195,0.5
0.095,-0.005,-0.115,-0.045,-0.065,0.115,-0.02,-0.05,-0.07,-0.13,-0.175,0.48
0.1,-0.005,-0.12,-0.05,-0.07,0.12,-0.005,-0.05,-0.07,-0.11,-0.175,0.48
0.075,-0.005,-0.095,-0.035,-0.055,0.095,-0.005,-0.05,-0.07,-0.13,-0.175,0.5
0.075,-0.005,-0.095,-0.035,-0.055,0.095,0.0,-0.03,-0.065,-0.125,-0.175,0.495
0.075,0.015,-0.075,-0.045,-0.035,0.085,0.0,-0.045,-0.06,-0.125,-0.18,0.495
0.075,-0.005,-0.095,-0.035,-0.055,0.095,-0.02,-0.05,-0.06,-0.14,-0.18,0.495
0.075,0.015,-0.075,-0.045,-0.035,0.085,-0.02,-0.045,-0.06,-0.125,-0.175,0.5
0.095,-0.005,-0.115,-0.045,-0.065,0.115,0.0,-0.05,-0.06,-0.125,-0.175,0.5
0.095,0.015,-0.095,-0.055,-0.045,0.105,-0.02,-0.045,-0.06,-0.125,-0.175,0.5
0.085,-0.01,-0.11,-0.04,-0.065,0.105,0.0,-0.04,-0.05,-0.1,-0.16,0.5
0.085,0.01,-0.09,-0.05,-0.045,0.095,-0.02,-0.04,-0.05,-0.1,-0.16,0.52
0.085,0.01,-0.09,-0.05,-0.045,0.095,0.0,-0.04,-0.05,-0.11,-0.155,0.52
0.085,0.01,-0.09,-0.05,-0.045,0.095,0.0,-0.04,-0.05,-0.115,-0.155,0.515
0.095,0.015,-0.095,-0.055,-0.045,0.105,0.0,-0.04,-0.05,-0.115,-0.17,0.51
0.1,0.02,-0.095,-0.06,-0.045,0.105,-0.005,-0.04,-0.05,-0.115,-0.17,0.5
0.1,0.02,-0.095,-0.06,-0.045,0.105,0.0,-0.04,-0.05,-0.115,-0.17,0.5
0.095,0.015,-0.095,-0.055,-0.045,0.105,0.0,-0.04,-0.05,-0.115,-0.155,0.5
0.085,0.0,-0.1,-0.045,-0.055,0.1,0.0,-0.04,-0.05,-0.115,-0.15,0.51
0.085,-0.005,-0.105,-0.04,-0.06,0.105,0.0,-0.04,-0.05,-0.11,-0.135,0.515
0.095,-0.005,-0.115,-0.045,-0.065,0.115,0.0,-0.04,-0.05,-0.1,-0.13,0.52
0.1,-0.005,-0.12,-0.05,-0.07,0.12,0.0,-0.04,-0.05,-0.095,-0.12,0.53
0.105,0.0,-0.12,-0.055,-0.065,0.12,0.0,-0.035,-0.05,-0.095,-0.115,0.535
0.105,-0.005,-0.125,-0.05,-0.07,0.125,0.0,-0.035,-0.05,-0.095,-0.115,0.54
0.1,-0.005,-0.12,-0.05,-0.07,0.12,0.0,-0.035,-0.05,-0.095,-0.115,0.54
0.1,-0.005,-0.12,-0.05,-0.07,0.12,0.0,-0.04,-0.05,-0.095,-0.12,0.54
0.1,0.0,-0.115,-0.05,-0.065,0.115,0.0,-0.04,-0.05,-0.09,-0.12,0.535
0.105,0.0,-0.12,-0.055,-0.065,0.12,0.0,-0.05,-0.05,-0.095,-0.115,0.535
0.115,-0.005,-0.135,-0.055,-0.075,0.135,0.0,-0.055,-0.06,-0.095,-0.11,0.535
0.115,-0.01,-0.14,-0.055,-0.08,0.135,0.0,-0.055,-0.06,-0.1,-0.11,0.54
0.115,-0.01,-0.14,-0.055,-0.08,0.135,0.0,-0.055,-0.06,-0.1,-0.115,0.54
0.105,-0.01,-0.13,-0.05,-0.075,0.125,0.0,-0.055,-0.05,-0.1,-0.115,0.535
0.105,-0.02,-0.14,-0.045,-0.085,0.13,0.0,-0.055,-0.05,-0.1,-0.11,0.535
0.115,-0.025,-0.155,-0.045,-0.095,0.14,-0.005,-0.055,-0.05,-0.1,-0.1,0.535
0.12,-0.03,-0.165,-0.045,-0.105,0.15,-0.005,-0.055,-0.06,-0.095,-0.1,0.54
0.12,-0.025,-0.16,-0.05,-0.1,0.15,-0.01,-0.06,-0.065,-0.09,-0.095,0.54
0.115,-0.02,-0.15,-0.05,-0.09,0.14,-0.01,-0.06,-0.07,-0.09,-0.09,0.54
0.105,-0.01,-0.13,-0.05,-0.075,0.125,-0.02,-0.06,-0.07,-0.095,-0.08,0.54
0.105,-0.01,-0.13,-0.05,-0.075,0.125,-0.02,-0.07,-0.065,-0.1,-0.08,0.54
0.115,-0.01,-0.14,-0.055,-0.08,0.135,-0.02,-0.07,-0.065,-0.1,-0.08,0.54
0.12,-0.02,-0.155,-0.05,-0.095,0.14,-0.02,-0.07,-0.065,-0.095,-0.08,0.54
0.125,-0.02,-0.16,-0.055,-0.095,0.15,-0.02,-0.06,-0.07,-0.095,-0.08,0.54
0.125,-0.02,-0.16,-0.055,-0.095,0.15,-0.02,-0.06,-0.07,-0.095,-0.08,0.54
0.12,-0.02,-0.155,-0.05,-0.095,0.14,-0.01,-0.06,-0.08,-0.1,-0.075,0.55
0.115,-0.025,-0.155,-0.045,-0.095,0.14,-0.005,-0.06,-0.085,-0.095,-0.07,0.55
0.105,-0.03,-0.15,-0.04,-0.095,0.135,0.0,-0.06,-0.09,-0.09,-0.055,0.55
0.105,-0.025,-0.14,-0.04,-0.09,0.135,-0.005,-0.06,-0.085,-0.09,-0.055,0.54
0.115,-0.025,-0.155,-0.045,-0.095,0.14,-0.005,-0.07,-0.08,-0.095,-0.055,0.55
0.12,-0.025,-0.16,-0.05,-0.1,0.15,-0.005,-0.075,-0.08,-0.1,-0.06,0.55
0.12,-0.03,-0.165,-0.045,-0.105,0.15,0.0,-0.08,-0.085,-0.1,-0.06,0.55
0.115,-0.03,-0.16,-0.045,-0.1,0.14,0.0,-0.08,-0.085,-0.095,-0.06,0.54
0.105,-0.025,-0.14,-0.04,-0.09,0.135,0.0,-0.08,-0.085,-0.09,-0.06,0.54
0.105,-0.02,-0.14,-0.045,-0.085,0.13,-0.005,-0.08,-0.085,-0.08,-0.06,0.54
0.105,0.0,-0.12,-0.055,-0.065,0.12,-0.01,-0.075,-0.045,-0.03,-0.075,0.535
0.105,-0.015,-0.135,-0.045,-0.08,0.13,-0.005,-0.085,-0.09,-0.065,-0.05,0.555
0.125,-0.015,-0.155,-0.055,-0.09,0.15,-0.005,-0.085,-0.07,-0.065,-0.03,0.555
0.105,-0.015,-0.135,-0.045,-0.08,0.13,-0.01,-0.085,-0.09,-0.085,-0.03,0.555
0.085,-0.035,-0.135,-0.025,-0.09,0.12,-0.01,-0.085,-0.075,-0.07,-0.05,0.53
0.085,-0.04,-0.14,-0.025,-0.095,0.12,0.01,-0.065,-0.075,-0.07,-0.03,0.555
0.105,-0.04,-0.16,-0.035,-0.105,0.14,-0.01,-0.105,-0.075,-0.07,-0.03,0.555
0.085,-0.04,-0.14,-0.025,-0.095,0.12,-0.01,-0.09,-0.095,-0.07,-0.01,0.555
0.085,-0.02,-0.12,-0.035,-0.075,0.11,-0.01,-0.09,-0.075,-0.07,-0.03,0.555
0.105,-0.02,-0.14,-0.045,-0.085,0.13,-0.03,-0.11,-0.075,-0.075,-0.03,0.535
0.085,-0.025,-0.125,-0.03,-0.08,0.115,-0.01,-0.09,-0.095,-0.075,-0.03,0.555
0.085,-0.02,-0.12,-0.035,-0.075,0.11,-0.03,-0.09,-0.1,-0.07,-0.03,0.55
0.105,-0.045,-0.165,-0.03,-0.11,0.14,-0.015,-0.07,-0.08,-0.05,-0.01,0.53
0.105,-0.045,-0.165,-0.03,-0.11,0.14,-0.015,-0.07,-0.1,-0.07,-0.01,0.535
0.085,-0.05,-0.15,-0.02,-0.105,0.125,0.01,-0.09,-0.08,-0.07,-0.01,0.555
0.105,-0.03,-0.15,-0.04,-0.095,0.135,-0.01,-0.09,-0.1,-0.07,-0.01,0.56
0.085,-0.05,-0.15,-0.02,-0.105,0.125,-0.01,-0.09,-0.08,-0.075,0.005,0.56
0.085,-0.045,-0.14,-0.02,-0.1,0.125,-0.01,-0.09,-0.1,-0.055,0.005,0.56
0.085,-0.045,-0.14,-0.02,-0.1,0.125,0.01,-0.09,-0.095,-0.05,0.005,0.56
0.085,-0.04,-0.14,-0.025,-0.095,0.12,-0.005,-0.09,-0.095,-0.045,-0.01,0.56
0.085,-0.035,-0.135,-0.025,-0.09,0.12,0.015,-0.09,-0.09,-0.045,0.015,0.56
0.11,-0.025,-0.15,-0.045,-0.095,0.14,0.015,-0.085,-0.09,-0.04,0.04,0.56
0.095,0.005,-0.105,-0.05,-0.055,0.11,-0.005,-0.105,-0.085,-0.055,0.005,0.565
0.095,0.015,-0.095,-0.055,-0.045,0.105,-0.005,-0.105,-0.08,-0.045,0.01,0.56
0.1,0.025,-0.09,-0.065,-0.04,0.105,-0.01,-0.09,-0.07,-0.02,0.06,0.585
0.1,0.05,-0.065,-0.075,-0.015,0.09,-0.01,-0.09,-0.05,-0.015,0.06,0.59
0.1,0.04,-0.075,-0.07,-0.025,0.095,-0.01,-0.095,-0.065,-0.015,0.06,0.595
0.105,0.03,-0.09,-0.07,-0.035,0.105,0.005,-0.095,-0.06,0.005,0.045,0.595
0.105,0.06,-0.06,-0.085,-0.005,0.09,-0.015,-0.095,-0.04,0.01,0.07,0.6
0.105,0.045,-0.075,-0.075,-0.02,0.095,-0.01,-0.1,-0.03,0.01,0.075,0.605
0.1,0.08,-0.035,-0.09,0.015,0.075,-0.005,-0.1,-0.005,0.015,0.08,0.59
0.12,0.11,-0.025,-0.115,0.035,0.08,-0.005,-0.12,-0.015,0.005,0.085,0.61
0.125,0.1,-0.04,-0.115,0.025,0.09,-0.01,-0.105,0.005,0.03,0.09,0.615
0.125,0.11,-0.03,-0.12,0.035,0.085,-0.015,-0.11,-0.01,0.01,0.09,0.6
0.11,0.14,0.015,-0.125,0.07,0.055,-0.02,-0.135,-0.01,0.035,0.115,0.63
0.11,0.155,0.03,-0.135,0.085,0.045,-0.045,-0.14,-0.005,0.04,0.125,0.615
0.115,0.18,0.05,-0.15,0.11,0.04,-0.035,-0.13,0.02,0.05,0.135,0.645
0.125,0.2,0.06,-0.165,0.125,0.04,-0.045,-0.13,0.03,0.06,0.165,0.655
0.15,0.215,0.05,-0.185,0.125,0.055,-0.055,-0.13,0.02,0.07,0.155,0.665
